DATE,ID,TMIN
2025-02-27,USC00271190,-83.0
2025-03-02,USC00271190,-217.0
2025-03-03,USC00271190,-228.0
2025-03-04,USC00271190,-194.0
2025-03-05,USC00271190,-94.0
2025-03-07,USC00271190,-144.0
2025-03-08,USC00271190,-144.0
2025-03-09,USC00271190,-139.0
2025-03-10,USC00271190,-117.0
2025-03-11,USC00271190,-117.0
2025-03-12,USC00271190,-100.0
2025-03-15,USC00271190,-11.0
2025-03-16,USC00271190,28.0
2025-03-17,USC00271190,22.0
2025-03-18,USC00271190,-72.0
2025-03-19,USC00271190,-67.0
2025-03-20,USC00271190,-11.0
2025-03-21,USC00271190,-11.0
2025-03-22,USC00271190,-67.0
2025-03-23,USC00271190,-144.0
2025-03-24,USC00271190,-150.0
2025-03-25,USC00271190,-106.0
2025-02-01,USC00271647,-117.0
2025-02-02,USC00271647,-317.0
2025-02-03,USC00271647,-317.0
2025-02-04,USC00271647,-72.0
2025-02-05,USC00271647,-161.0
2025-02-06,USC00271647,-267.0
2025-02-07,USC00271647,-267.0
2025-02-08,USC00271647,-133.0
2025-02-09,USC00271647,-144.0
2025-02-10,USC00271647,-139.0
2025-02-13,USC00271647,-200.0
2025-02-14,USC00271647,-133.0
2025-02-15,USC00271647,-239.0
2025-02-16,USC00271647,-244.0
2025-02-17,USC00271647,-144.0
2025-02-18,USC00271647,-167.0
2025-02-19,USC00271647,-183.0
2025-02-20,USC00271647,-267.0
2025-02-21,USC00271647,-272.0
2025-02-22,USC00271647,-128.0
2025-02-23,USC00271647,-117.0
2025-02-24,USC00271647,-83.0
2025-02-25,USC00271647,-89.0
2025-02-26,USC00271647,-39.0
2025-02-27,USC00271647,-122.0
2025-03-01,USC00271647,-106.0
2025-03-02,USC00271647,-183.0
2025-03-03,USC00271647,-278.0
2025-03-04,USC00271647,-156.0
2025-03-05,USC00271647,-122.0
2025-03-06,USC00271647,-39.0
2025-03-08,USC00271647,-106.0
2025-03-09,USC00271647,-100.0
2025-03-10,USC00271647,-94.0
2025-03-11,USC00271647,-89.0
2025-03-12,USC00271647,-72.0
2025-03-13,USC00271647,-128.0
2025-03-14,USC00271647,-111.0
2025-03-15,USC00271647,-78.0
2025-03-16,USC00271647,-33.0
2025-03-17,USC00271647,22.0
2025-03-18,USC00271647,-56.0
2025-03-19,USC00271647,-56.0
2025-03-20,USC00271647,-50.0
2025-03-21,USC00271647,11.0
2025-03-22,USC00271647,-61.0
2025-03-23,USC00271647,-106.0
2025-03-24,USC00271647,-117.0
2025-02-01,USC00271800,-106.0
2025-02-02,USC00271800,-261.0
2025-02-03,USC00271800,-267.0
2025-02-04,USC00271800,-78.0
2025-02-05,USC00271800,-178.0
2025-02-06,USC00271800,-200.0
2025-02-07,USC00271800,-200.0
2025-02-08,USC00271800,-206.0
2025-02-09,USC00271800,-111.0
2025-02-10,USC00271800,-100.0
2025-02-11,USC00271800,-172.0
2025-02-12,USC00271800,-178.0
2025-02-13,USC00271800,-172.0
2025-02-14,USC00271800,-172.0
2025-02-15,USC00271800,-183.0
2025-02-16,USC00271800,-183.0
2025-02-17,USC00271800,-139.0
2025-02-18,USC00271800,-167.0
2025-02-19,USC00271800,-189.0
2025-02-20,USC00271800,-217.0
2025-02-21,USC00271800,-217.0
2025-02-22,USC00271800,-144.0
2025-02-23,USC00271800,-144.0
2025-02-24,USC00271800,-72.0
2025-02-25,USC00271800,-67.0
2025-02-26,USC00271800,-17.0
2025-02-27,USC00271800,-67.0
2025-02-28,USC00271800,-50.0
2025-03-01,USC00271800,-89.0
2025-03-02,USC00271800,-189.0
2025-03-03,USC00271800,-233.0
2025-03-04,USC00271800,-239.0
2025-03-06,USC00271800,-28.0
2025-03-07,USC00271800,-117.0
2025-03-08,USC00271800,-117.0
2025-03-09,USC00271800,-100.0
2025-03-10,USC00271800,-89.0
2025-03-11,USC00271800,-33.0
2025-03-12,USC00271800,-56.0
2025-03-13,USC00271800,-67.0
2025-03-14,USC00271800,-67.0
2025-03-15,USC00271800,-67.0
2025-03-16,USC00271800,28.0
2025-03-17,USC00271800,39.0
2025-03-18,USC00271800,-56.0
2025-03-19,USC00271800,-61.0
2025-03-20,USC00271800,-61.0
2025-03-21,USC00271800,0.0
2025-03-22,USC00271800,-78.0
2025-03-23,USC00271800,-117.0
2025-03-24,USC00271800,-117.0
2025-03-25,USC00271800,-72.0
2025-02-01,USC00272302,-100.0
2025-02-02,USC00272302,-194.0
2025-02-03,USC00272302,-194.0
2025-02-04,USC00272302,-194.0
2025-02-05,USC00272302,-111.0
2025-02-06,USC00272302,-161.0
2025-02-07,USC00272302,-139.0
2025-02-08,USC00272302,-128.0
2025-02-09,USC00272302,-117.0
2025-02-10,USC00272302,-89.0
2025-02-11,USC00272302,-178.0
2025-02-12,USC00272302,-167.0
2025-02-13,USC00272302,-128.0
2025-02-14,USC00272302,-56.0
2025-02-15,USC00272302,-128.0
2025-02-16,USC00272302,-117.0
2025-02-17,USC00272302,-117.0
2025-02-18,USC00272302,-100.0
2025-02-19,USC00272302,-128.0
2025-02-20,USC00272302,-150.0
2025-02-22,USC00272302,-100.0
2025-02-23,USC00272302,-83.0
2025-02-24,USC00272302,-83.0
2025-02-25,USC00272302,-22.0
2025-02-26,USC00272302,-6.0
2025-02-27,USC00272302,-22.0
2025-02-28,USC00272302,-22.0
2025-03-01,USC00272302,-17.0
2025-03-02,USC00272302,-117.0
2025-03-03,USC00272302,-144.0
2025-03-04,USC00272302,-122.0
2025-03-05,USC00272302,-122.0
2025-03-06,USC00272302,-6.0
2025-03-07,USC00272302,-39.0
2025-03-08,USC00272302,-28.0
2025-03-09,USC00272302,-67.0
2025-03-10,USC00272302,-67.0
2025-03-11,USC00272302,-44.0
2025-03-12,USC00272302,-39.0
2025-03-13,USC00272302,-17.0
2025-03-14,USC00272302,-39.0
2025-03-15,USC00272302,-22.0
2025-03-16,USC00272302,-22.0
2025-03-17,USC00272302,72.0
2025-03-18,USC00272302,11.0
2025-03-19,USC00272302,-33.0
2025-03-20,USC00272302,-28.0
2025-03-21,USC00272302,33.0
2025-03-22,USC00272302,-33.0
2025-03-23,USC00272302,-44.0
2025-03-24,USC00272302,-39.0
2025-03-25,USC00272302,-22.0
2025-02-01,USC00272303,-94.0
2025-02-02,USC00272303,-244.0
2025-02-03,USC00272303,-250.0
2025-02-04,USC00272303,-83.0
2025-02-05,USC00272303,-144.0
2025-02-06,USC00272303,-200.0
2025-02-07,USC00272303,-194.0
2025-02-08,USC00272303,-83.0
2025-02-09,USC00272303,-94.0
2025-02-10,USC00272303,-122.0
2025-02-11,USC00272303,-206.0
2025-02-12,USC00272303,-206.0
2025-02-13,USC00272303,-156.0
2025-02-14,USC00272303,-83.0
2025-02-15,USC00272303,-117.0
2025-02-16,USC00272303,-133.0
2025-02-17,USC00272303,-94.0
2025-02-18,USC00272303,-122.0
2025-02-19,USC00272303,-156.0
2025-02-20,USC00272303,-189.0
2025-02-21,USC00272303,-194.0
2025-02-22,USC00272303,-139.0
2025-02-23,USC00272303,-133.0
2025-02-24,USC00272303,-33.0
2025-02-25,USC00272303,-33.0
2025-02-26,USC00272303,-17.0
2025-02-27,USC00272303,-39.0
2025-02-28,USC00272303,-33.0
2025-03-01,USC00272303,-56.0
2025-03-02,USC00272303,-144.0
2025-03-03,USC00272303,-211.0
2025-03-04,USC00272303,-217.0
2025-03-05,USC00272303,-100.0
2025-03-06,USC00272303,-11.0
2025-03-07,USC00272303,-61.0
2025-03-08,USC00272303,-67.0
2025-03-09,USC00272303,-56.0
2025-03-10,USC00272303,-67.0
2025-03-11,USC00272303,-17.0
2025-03-12,USC00272303,0.0
2025-03-13,USC00272303,-44.0
2025-03-14,USC00272303,-61.0
2025-03-15,USC00272303,-61.0
2025-03-16,USC00272303,-22.0
2025-03-17,USC00272303,44.0
2025-03-18,USC00272303,-11.0
2025-03-19,USC00272303,-33.0
2025-03-20,USC00272303,-39.0
2025-03-21,USC00272303,11.0
2025-03-22,USC00272303,-11.0
2025-03-23,USC00272303,-67.0
2025-03-24,USC00272303,-72.0
2025-03-25,USC00272303,-61.0
2025-02-01,USC00272800,-22.0
2025-02-03,USC00272800,-156.0
2025-02-04,USC00272800,-67.0
2025-02-05,USC00272800,-133.0
2025-02-06,USC00272800,-217.0
2025-02-07,USC00272800,-172.0
2025-02-08,USC00272800,-172.0
2025-02-09,USC00272800,-94.0
2025-02-10,USC00272800,-111.0
2025-02-11,USC00272800,-228.0
2025-02-12,USC00272800,-161.0
2025-02-13,USC00272800,-83.0
2025-02-14,USC00272800,-56.0
2025-02-15,USC00272800,-167.0
2025-02-16,USC00272800,-83.0
2025-02-17,USC00272800,-72.0
2025-02-18,USC00272800,-106.0
2025-02-19,USC00272800,-150.0
2025-02-20,USC00272800,-194.0
2025-02-21,USC00272800,-183.0
2025-02-22,USC00272800,-111.0
2025-02-23,USC00272800,-111.0
2025-02-24,USC00272800,-28.0
2025-02-25,USC00272800,-28.0
2025-02-26,USC00272800,-17.0
2025-02-27,USC00272800,-17.0
2025-02-28,USC00272800,-22.0
2025-03-01,USC00272800,-17.0
2025-03-02,USC00272800,-122.0
2025-03-03,USC00272800,-183.0
2025-03-04,USC00272800,-167.0
2025-03-05,USC00272800,-28.0
2025-03-06,USC00272800,17.0
2025-03-07,USC00272800,-44.0
2025-03-08,USC00272800,-33.0
2025-03-09,USC00272800,-44.0
2025-03-10,USC00272800,-44.0
2025-03-11,USC00272800,-22.0
2025-03-12,USC00272800,11.0
2025-03-13,USC00272800,-17.0
2025-03-14,USC00272800,-56.0
2025-03-15,USC00272800,-56.0
2025-03-16,USC00272800,-11.0
2025-03-17,USC00272800,-6.0
2025-03-18,USC00272800,17.0
2025-03-19,USC00272800,-28.0
2025-03-20,USC00272800,-28.0
2025-03-21,USC00272800,39.0
2025-03-23,USC00272800,-50.0
2025-03-24,USC00272800,-50.0
2025-03-25,USC00272800,-17.0
2025-02-01,USC00272846,-111.0
2025-02-02,USC00272846,-317.0
2025-02-03,USC00272846,-317.0
2025-02-04,USC00272846,-100.0
2025-02-05,USC00272846,-183.0
2025-02-06,USC00272846,-294.0
2025-02-07,USC00272846,-272.0
2025-02-08,USC00272846,-111.0
2025-02-09,USC00272846,-117.0
2025-02-10,USC00272846,-178.0
2025-02-11,USC00272846,-217.0
2025-02-12,USC00272846,-222.0
2025-02-13,USC00272846,-200.0
2025-02-14,USC00272846,-128.0
2025-02-15,USC00272846,-217.0
2025-02-16,USC00272846,-217.0
2025-02-17,USC00272846,-139.0
2025-02-18,USC00272846,-167.0
2025-02-19,USC00272846,-183.0
2025-02-20,USC00272846,-272.0
2025-02-21,USC00272846,-272.0
2025-02-22,USC00272846,-122.0
2025-02-23,USC00272846,-133.0
2025-02-24,USC00272846,-122.0
2025-02-25,USC00272846,-100.0
2025-02-26,USC00272846,-39.0
2025-02-27,USC00272846,-122.0
2025-02-28,USC00272846,-100.0
2025-03-01,USC00272846,-106.0
2025-03-02,USC00272846,-178.0
2025-03-03,USC00272846,-250.0
2025-03-05,USC00272846,-144.0
2025-03-06,USC00272846,-33.0
2025-03-07,USC00272846,-100.0
2025-03-08,USC00272846,-100.0
2025-03-09,USC00272846,-94.0
2025-03-10,USC00272846,-83.0
2025-03-11,USC00272846,-83.0
2025-03-12,USC00272846,-83.0
2025-03-13,USC00272846,-133.0
2025-03-14,USC00272846,-117.0
2025-03-15,USC00272846,-94.0
2025-03-16,USC00272846,-50.0
2025-03-17,USC00272846,0.0
2025-03-18,USC00272846,-56.0
2025-03-19,USC00272846,-61.0
2025-03-20,USC00272846,-28.0
2025-03-21,USC00272846,-17.0
2025-03-22,USC00272846,-50.0
2025-03-23,USC00272846,-111.0
2025-03-24,USC00272846,-117.0
2025-03-25,USC00272846,-100.0
2025-02-01,USC00272999,-133.0
2025-02-02,USC00272999,-344.0
2025-02-03,USC00272999,-328.0
2025-02-04,USC00272999,-94.0
2025-02-05,USC00272999,-211.0
2025-02-06,USC00272999,-311.0
2025-02-08,USC00272999,-139.0
2025-02-09,USC00272999,-167.0
2025-02-10,USC00272999,-139.0
2025-02-11,USC00272999,-272.0
2025-02-12,USC00272999,-272.0
2025-02-13,USC00272999,-244.0
2025-02-14,USC00272999,-144.0
2025-02-15,USC00272999,-244.0
2025-02-16,USC00272999,-244.0
2025-02-17,USC00272999,-156.0
2025-02-18,USC00272999,-183.0
2025-02-19,USC00272999,-194.0
2025-02-20,USC00272999,-250.0
2025-02-21,USC00272999,-250.0
2025-02-22,USC00272999,-144.0
2025-02-23,USC00272999,-161.0
2025-02-24,USC00272999,-117.0
2025-02-25,USC00272999,-94.0
2025-02-26,USC00272999,-22.0
2025-02-27,USC00272999,-139.0
2025-02-28,USC00272999,-61.0
2025-03-01,USC00272999,-133.0
2025-03-02,USC00272999,-183.0
2025-03-03,USC00272999,-300.0
2025-03-05,USC00272999,-111.0
2025-03-06,USC00272999,-28.0
2025-03-07,USC00272999,-111.0
2025-03-08,USC00272999,-111.0
2025-03-09,USC00272999,-117.0
2025-03-10,USC00272999,-94.0
2025-03-11,USC00272999,-117.0
2025-03-12,USC00272999,-111.0
2025-03-13,USC00272999,-128.0
2025-03-14,USC00272999,-78.0
2025-03-15,USC00272999,-61.0
2025-03-16,USC00272999,6.0
2025-03-17,USC00272999,22.0
2025-03-18,USC00272999,-67.0
2025-03-19,USC00272999,-56.0
2025-03-20,USC00272999,0.0
2025-03-21,USC00272999,0.0
2025-03-22,USC00272999,-78.0
2025-03-23,USC00272999,-128.0
2025-03-24,USC00272999,-128.0
2025-03-25,USC00272999,-72.0
2025-02-01,USC00273182,-117.0
2025-02-02,USC00273182,-233.0
2025-02-03,USC00273182,-233.0
2025-02-04,USC00273182,-83.0
2025-02-05,USC00273182,-172.0
2025-02-06,USC00273182,-217.0
2025-02-07,USC00273182,-217.0
2025-02-08,USC00273182,-128.0
2025-02-09,USC00273182,-128.0
2025-02-10,USC00273182,-106.0
2025-02-11,USC00273182,-228.0
2025-02-12,USC00273182,-228.0
2025-02-13,USC00273182,-172.0
2025-02-14,USC00273182,-78.0
2025-02-16,USC00273182,-172.0
2025-02-17,USC00273182,-94.0
2025-02-18,USC00273182,-117.0
2025-02-19,USC00273182,-161.0
2025-02-20,USC00273182,-178.0
2025-02-21,USC00273182,-172.0
2025-02-23,USC00273182,-106.0
2025-02-24,USC00273182,-111.0
2025-02-25,USC00273182,-39.0
2025-02-26,USC00273182,-33.0
2025-02-27,USC00273182,-50.0
2025-02-28,USC00273182,-39.0
2025-03-08,USC00273182,-61.0
2025-03-09,USC00273182,-61.0
2025-03-10,USC00273182,-50.0
2025-03-11,USC00273182,-44.0
2025-03-12,USC00273182,-28.0
2025-03-13,USC00273182,-56.0
2025-03-14,USC00273182,-67.0
2025-03-15,USC00273182,-61.0
2025-03-16,USC00273182,-33.0
2025-03-17,USC00273182,-67.0
2025-03-18,USC00273182,-11.0
2025-03-19,USC00273182,-44.0
2025-03-20,USC00273182,-44.0
2025-03-21,USC00273182,22.0
2025-03-22,USC00273182,-39.0
2025-03-23,USC00273182,-67.0
2025-03-24,USC00273182,-67.0
2025-03-25,USC00273182,-61.0
2025-02-01,USC00273488,-128.0
2025-02-03,USC00273488,-233.0
2025-02-04,USC00273488,-72.0
2025-02-05,USC00273488,-150.0
2025-02-06,USC00273488,-233.0
2025-02-07,USC00273488,-228.0
2025-02-08,USC00273488,-89.0
2025-02-09,USC00273488,-94.0
2025-02-11,USC00273488,-200.0
2025-02-13,USC00273488,-161.0
2025-02-14,USC00273488,-106.0
2025-02-15,USC00273488,-161.0
2025-02-16,USC00273488,-161.0
2025-02-17,USC00273488,-83.0
2025-02-18,USC00273488,-139.0
2025-02-19,USC00273488,-167.0
2025-02-20,USC00273488,-233.0
2025-02-21,USC00273488,-228.0
2025-02-22,USC00273488,-111.0
2025-02-23,USC00273488,-117.0
2025-02-24,USC00273488,-61.0
2025-02-25,USC00273488,-56.0
2025-02-26,USC00273488,-44.0
2025-02-27,USC00273488,-72.0
2025-02-28,USC00273488,-44.0
2025-03-01,USC00273488,-78.0
2025-03-02,USC00273488,-156.0
2025-03-03,USC00273488,-200.0
2025-03-04,USC00273488,-194.0
2025-03-05,USC00273488,-111.0
2025-03-06,USC00273488,-6.0
2025-03-07,USC00273488,-83.0
2025-03-08,USC00273488,-83.0
2025-03-09,USC00273488,-67.0
2025-03-10,USC00273488,-61.0
2025-03-11,USC00273488,-44.0
2025-03-12,USC00273488,-39.0
2025-03-13,USC00273488,-61.0
2025-03-14,USC00273488,-72.0
2025-03-15,USC00273488,-44.0
2025-03-16,USC00273488,-22.0
2025-03-17,USC00273488,33.0
2025-03-18,USC00273488,-39.0
2025-03-19,USC00273488,-44.0
2025-03-20,USC00273488,-22.0
2025-03-21,USC00273488,28.0
2025-03-22,USC00273488,-44.0
2025-03-23,USC00273488,-89.0
2025-03-24,USC00273488,-89.0
2025-03-25,USC00273488,-44.0
2025-02-02,USC00273535,-233.0
2025-02-03,USC00273535,-200.0
2025-02-04,USC00273535,-161.0
2025-02-05,USC00273535,-250.0
2025-02-06,USC00273535,-200.0
2025-02-07,USC00273535,-144.0
2025-02-08,USC00273535,-161.0
2025-02-09,USC00273535,-161.0
2025-02-10,USC00273535,-161.0
2025-02-12,USC00273535,-211.0
2025-02-15,USC00273535,-206.0
2025-02-19,USC00273535,-250.0
2025-02-20,USC00273535,-161.0
2025-02-21,USC00273535,-183.0
2025-02-22,USC00273535,-189.0
2025-02-23,USC00273535,-189.0
2025-02-24,USC00273535,-117.0
2025-02-25,USC00273535,-117.0
2025-02-26,USC00273535,-50.0
2025-02-27,USC00273535,-106.0
2025-02-28,USC00273535,-106.0
2025-03-01,USC00273535,-161.0
2025-03-03,USC00273535,-250.0
2025-03-04,USC00273535,-250.0
2025-03-05,USC00273535,-83.0
2025-03-06,USC00273535,-11.0
2025-03-07,USC00273535,-178.0
2025-03-08,USC00273535,-178.0
2025-03-09,USC00273535,-156.0
2025-03-10,USC00273535,-139.0
2025-03-11,USC00273535,-56.0
2025-03-12,USC00273535,-122.0
2025-03-13,USC00273535,-122.0
2025-03-14,USC00273535,-56.0
2025-03-16,USC00273535,33.0
2025-03-17,USC00273535,33.0
2025-03-18,USC00273535,-89.0
2025-03-22,USC00273535,-100.0
2025-03-23,USC00273535,-178.0
2025-03-24,USC00273535,-178.0
2025-02-12,USC00273626,-172.0
2025-02-13,USC00273626,-83.0
2025-02-14,USC00273626,-50.0
2025-03-05,USC00273626,-50.0
2025-03-06,USC00273626,11.0
2025-03-07,USC00273626,-39.0
2025-02-01,USC00273658,-67.0
2025-02-02,USC00273658,-217.0
2025-02-03,USC00273658,-100.0
2025-02-04,USC00273658,-44.0
2025-02-05,USC00273658,-133.0
2025-02-06,USC00273658,-172.0
2025-02-07,USC00273658,-122.0
2025-02-08,USC00273658,-106.0
2025-02-09,USC00273658,-78.0
2025-02-10,USC00273658,-78.0
2025-02-12,USC00273658,-150.0
2025-02-13,USC00273658,-117.0
2025-02-14,USC00273658,-78.0
2025-02-15,USC00273658,-128.0
2025-02-16,USC00273658,-89.0
2025-02-17,USC00273658,-94.0
2025-02-18,USC00273658,-128.0
2025-02-19,USC00273658,-156.0
2025-02-20,USC00273658,-178.0
2025-02-22,USC00273658,-128.0
2025-02-23,USC00273658,-100.0
2025-02-24,USC00273658,-39.0
2025-02-25,USC00273658,-17.0
2025-02-26,USC00273658,6.0
2025-02-27,USC00273658,-28.0
2025-02-28,USC00273658,-17.0
2025-03-01,USC00273658,-28.0
2025-03-02,USC00273658,-144.0
2025-03-03,USC00273658,-161.0
2025-03-04,USC00273658,-161.0
2025-03-05,USC00273658,-11.0
2025-03-06,USC00273658,44.0
2025-03-07,USC00273658,-67.0
2025-03-08,USC00273658,-50.0
2025-03-09,USC00273658,-67.0
2025-03-11,USC00273658,-44.0
2025-03-12,USC00273658,-6.0
2025-03-13,USC00273658,-33.0
2025-03-14,USC00273658,-56.0
2025-03-15,USC00273658,-11.0
2025-03-16,USC00273658,0.0
2025-03-18,USC00273658,-11.0
2025-03-19,USC00273658,-39.0
2025-03-20,USC00273658,-39.0
2025-03-21,USC00273658,28.0
2025-03-22,USC00273658,-17.0
2025-03-23,USC00273658,-67.0
2025-02-11,USC00273825,-172.0
2025-02-12,USC00273825,-167.0
2025-02-13,USC00273825,-78.0
2025-02-14,USC00273825,-78.0
2025-02-18,USC00273825,-117.0
2025-02-19,USC00273825,-150.0
2025-02-20,USC00273825,-183.0
2025-02-21,USC00273825,-167.0
2025-03-11,USC00273825,-61.0
2025-03-12,USC00273825,-44.0
2025-03-13,USC00273825,-33.0
2025-03-14,USC00273825,-56.0
2025-02-03,USC00273850,-89.0
2025-02-04,USC00273850,-44.0
2025-02-05,USC00273850,-161.0
2025-02-06,USC00273850,-200.0
2025-02-10,USC00273850,-78.0
2025-02-11,USC00273850,-200.0
2025-02-12,USC00273850,-144.0
2025-02-13,USC00273850,-50.0
2025-02-17,USC00273850,-100.0
2025-02-18,USC00273850,-117.0
2025-02-19,USC00273850,-183.0
2025-02-22,USC00273850,-150.0
2025-02-23,USC00273850,-50.0
2025-02-24,USC00273850,-28.0
2025-02-25,USC00273850,-6.0
2025-02-26,USC00273850,-6.0
2025-02-27,USC00273850,-33.0
2025-03-02,USC00273850,-139.0
2025-03-03,USC00273850,-200.0
2025-03-04,USC00273850,-100.0
2025-03-05,USC00273850,-11.0
2025-03-06,USC00273850,33.0
2025-03-07,USC00273850,-61.0
2025-03-09,USC00273850,-56.0
2025-03-10,USC00273850,-28.0
2025-03-11,USC00273850,-33.0
2025-03-15,USC00273850,-17.0
2025-03-17,USC00273850,44.0
2025-03-18,USC00273850,-22.0
2025-03-19,USC00273850,-28.0
2025-03-21,USC00273850,-6.0
2025-03-09,USC00273856,-139.0
2025-03-17,USC00273856,22.0
2025-02-01,USC00273860,-94.0
2025-02-02,USC00273860,-211.0
2025-02-04,USC00273860,-111.0
2025-02-05,USC00273860,-189.0
2025-02-06,USC00273860,-211.0
2025-02-07,USC00273860,-128.0
2025-02-08,USC00273860,-150.0
2025-02-09,USC00273860,-150.0
2025-02-10,USC00273860,-139.0
2025-02-11,USC00273860,-178.0
2025-02-13,USC00273860,-150.0
2025-02-14,USC00273860,-150.0
2025-02-15,USC00273860,-161.0
2025-02-16,USC00273860,-178.0
2025-02-17,USC00273860,-189.0
2025-02-18,USC00273860,-222.0
2025-02-23,USC00273860,-128.0
2025-02-24,USC00273860,-150.0
2025-02-25,USC00273860,-150.0
2025-02-26,USC00273860,-33.0
2025-02-27,USC00273860,-78.0
2025-03-02,USC00273860,-222.0
2025-03-03,USC00273860,-222.0
2025-03-04,USC00273860,-178.0
2025-03-05,USC00273860,-128.0
2025-03-06,USC00273860,0.0
2025-03-07,USC00273860,-150.0
2025-03-08,USC00273860,-150.0
2025-03-09,USC00273860,-139.0
2025-03-10,USC00273860,-139.0
2025-03-11,USC00273860,-56.0
2025-03-12,USC00273860,-133.0
2025-03-15,USC00273860,-78.0
2025-03-16,USC00273860,50.0
2025-03-17,USC00273860,11.0
2025-03-18,USC00273860,-61.0
2025-03-19,USC00273860,-50.0
2025-03-20,USC00273860,22.0
2025-03-22,USC00273860,-83.0
2025-03-23,USC00273860,-167.0
2025-03-24,USC00273860,-167.0
2025-03-25,USC00273860,-94.0
2025-02-01,USC00274218,-94.0
2025-02-02,USC00274218,-211.0
2025-02-03,USC00274218,-222.0
2025-02-04,USC00274218,-83.0
2025-02-05,USC00274218,-144.0
2025-02-06,USC00274218,-194.0
2025-02-07,USC00274218,-194.0
2025-02-08,USC00274218,-122.0
2025-02-09,USC00274218,-128.0
2025-02-10,USC00274218,-78.0
2025-02-11,USC00274218,-183.0
2025-02-12,USC00274218,-178.0
2025-02-13,USC00274218,-167.0
2025-02-14,USC00274218,-67.0
2025-02-15,USC00274218,-150.0
2025-02-16,USC00274218,-150.0
2025-02-17,USC00274218,-72.0
2025-02-18,USC00274218,-111.0
2025-02-19,USC00274218,-150.0
2025-02-20,USC00274218,-161.0
2025-02-21,USC00274218,-161.0
2025-02-22,USC00274218,-111.0
2025-02-23,USC00274218,-111.0
2025-02-24,USC00274218,-67.0
2025-02-25,USC00274218,-22.0
2025-02-26,USC00274218,-17.0
2025-02-27,USC00274218,-39.0
2025-02-28,USC00274218,-22.0
2025-03-01,USC00274218,-22.0
2025-03-02,USC00274218,-117.0
2025-03-03,USC00274218,-144.0
2025-03-04,USC00274218,-144.0
2025-03-06,USC00274218,-11.0
2025-03-07,USC00274218,-56.0
2025-03-08,USC00274218,-56.0
2025-03-09,USC00274218,-39.0
2025-03-10,USC00274218,-44.0
2025-03-11,USC00274218,-50.0
2025-03-12,USC00274218,-50.0
2025-03-13,USC00274218,-33.0
2025-03-14,USC00274218,-56.0
2025-03-15,USC00274218,-56.0
2025-03-16,USC00274218,72.0
2025-03-17,USC00274218,94.0
2025-03-18,USC00274218,-11.0
2025-03-19,USC00274218,-39.0
2025-03-20,USC00274218,-39.0
2025-03-21,USC00274218,28.0
2025-03-22,USC00274218,-6.0
2025-03-23,USC00274218,-50.0
2025-03-24,USC00274218,-50.0
2025-02-01,USC00274234,-22.0
2025-02-02,USC00274234,-194.0
2025-02-03,USC00274234,-200.0
2025-02-04,USC00274234,-67.0
2025-02-05,USC00274234,-133.0
2025-02-06,USC00274234,-161.0
2025-02-07,USC00274234,-139.0
2025-02-08,USC00274234,-122.0
2025-02-09,USC00274234,-117.0
2025-02-10,USC00274234,-89.0
2025-02-11,USC00274234,-178.0
2025-02-12,USC00274234,-172.0
2025-02-13,USC00274234,-100.0
2025-02-14,USC00274234,-44.0
2025-02-15,USC00274234,-128.0
2025-02-16,USC00274234,-128.0
2025-02-17,USC00274234,-56.0
2025-02-18,USC00274234,-94.0
2025-02-19,USC00274234,-128.0
2025-02-20,USC00274234,-161.0
2025-02-21,USC00274234,-156.0
2025-02-22,USC00274234,-106.0
2025-02-23,USC00274234,-94.0
2025-02-24,USC00274234,-56.0
2025-02-25,USC00274234,-28.0
2025-02-26,USC00274234,-17.0
2025-02-27,USC00274234,-28.0
2025-02-28,USC00274234,-33.0
2025-03-01,USC00274234,-28.0
2025-03-02,USC00274234,-111.0
2025-03-03,USC00274234,-150.0
2025-03-04,USC00274234,-139.0
2025-03-05,USC00274234,-72.0
2025-03-06,USC00274234,0.0
2025-03-07,USC00274234,-39.0
2025-03-08,USC00274234,-33.0
2025-03-09,USC00274234,-67.0
2025-03-10,USC00274234,-56.0
2025-03-11,USC00274234,-39.0
2025-03-12,USC00274234,-22.0
2025-03-13,USC00274234,-17.0
2025-03-14,USC00274234,-39.0
2025-03-15,USC00274234,-22.0
2025-03-16,USC00274234,-11.0
2025-03-17,USC00274234,83.0
2025-03-18,USC00274234,11.0
2025-03-19,USC00274234,-33.0
2025-03-20,USC00274234,-22.0
2025-03-21,USC00274234,39.0
2025-03-22,USC00274234,-33.0
2025-03-23,USC00274234,-39.0
2025-03-24,USC00274234,-33.0
2025-03-25,USC00274234,-11.0
2025-02-01,USC00274304,-61.0
2025-02-02,USC00274304,-222.0
2025-02-03,USC00274304,-189.0
2025-02-04,USC00274304,-28.0
2025-02-05,USC00274304,-117.0
2025-02-06,USC00274304,-156.0
2025-02-07,USC00274304,-106.0
2025-02-08,USC00274304,-83.0
2025-02-09,USC00274304,-61.0
2025-02-10,USC00274304,-83.0
2025-02-11,USC00274304,-172.0
2025-02-12,USC00274304,-139.0
2025-02-13,USC00274304,-83.0
2025-02-14,USC00274304,-72.0
2025-02-15,USC00274304,-117.0
2025-02-16,USC00274304,-56.0
2025-02-17,USC00274304,-78.0
2025-02-18,USC00274304,-106.0
2025-02-19,USC00274304,-133.0
2025-02-20,USC00274304,-161.0
